"gene_symbol","gene_id","gene_id_clean","biotype","chromosome","start","end","strand","width","detected_in_data","pct_expressing","mean_expression","mean_MBC","mean_prePB","mean_PB","mean_PC"
"ABCA9-AS1","ENSG00000231749.1","ENSG00000231749","antisense","chr17",67000855,67014464,"+",13610,FALSE,NA,NA,NA,NA,NA,NA
"ABCC5-AS1","ENSG00000223882.1","ENSG00000223882","antisense","chr3",183724126,183729207,"+",5082,FALSE,NA,NA,NA,NA,NA,NA
"AC000032.2","ENSG00000260246.1","ENSG00000260246","antisense","chr1",110235739,110236364,"-",626,TRUE,0.101010101010101,0.000369229568178312,0,0.000560826798423077,0.000664896185901583,0
"AC000036.4","ENSG00000225929.1","ENSG00000225929","antisense","chr22",51174253,51176567,"-",2315,FALSE,NA,NA,NA,NA,NA,NA
"AC000067.1","ENSG00000225007.1","ENSG00000225007","lincRNA","chr22",19654546,19655078,"+",533,FALSE,NA,NA,NA,NA,NA,NA
"AC000068.10","ENSG00000273212.1","ENSG00000273212","antisense","chr22",19444026,19444485,"+",460,TRUE,0.227272727272727,0.00158181716772323,0,0.00107617048673995,0.00406275150130321,0.000712269249306187
"AC000068.5","ENSG00000185065.6","ENSG00000185065","antisense","chr22",19435416,19437628,"+",2213,TRUE,0.404040404040404,0.00204590514755658,0,0.00257704126120268,0.00295972739794365,0.00145502747063673
"AC000068.9","ENSG00000273300.1","ENSG00000273300","antisense","chr22",19441702,19442128,"+",427,TRUE,0.315656565656566,0.00340490423535394,0,0.00166786733642,0.0050283784802296,0.00604975447638813
"AC000099.1","ENSG00000236340.1","ENSG00000236340","antisense","chr7",126855181,126869975,"+",14795,FALSE,NA,NA,NA,NA,NA,NA
"AC000111.3","ENSG00000232661.1","ENSG00000232661","antisense","chr7",117200787,117204730,"-",3944,FALSE,NA,NA,NA,NA,NA,NA
"AC000111.6","ENSG00000083622.8","ENSG00000083622","antisense","chr7",117244845,117287469,"-",42625,FALSE,NA,NA,NA,NA,NA,NA
"AC000123.4","ENSG00000224138.1","ENSG00000224138","antisense","chr7",126990182,126991577,"+",1396,FALSE,NA,NA,NA,NA,NA,NA
"AC000124.1","ENSG00000226770.1","ENSG00000226770","lincRNA","chr7",127116937,127125858,"+",8922,FALSE,NA,NA,NA,NA,NA,NA
"AC000370.2","ENSG00000241921.1","ENSG00000241921","antisense","chr7",126019024,126064239,"+",45216,FALSE,NA,NA,NA,NA,NA,NA
"AC002056.5","ENSG00000254499.1","ENSG00000254499","antisense","chr22",51179021,51181948,"-",2928,FALSE,NA,NA,NA,NA,NA,NA
"AC002064.4","ENSG00000234459.1","ENSG00000234459","antisense","chr7",89895348,89899530,"-",4183,FALSE,NA,NA,NA,NA,NA,NA
"AC002064.5","ENSG00000225498.1","ENSG00000225498","lincRNA","chr7",89941810,89951906,"+",10097,FALSE,NA,NA,NA,NA,NA,NA
"AC002066.1","ENSG00000237813.3","ENSG00000237813","antisense","chr7",115878314,116139519,"-",261206,FALSE,NA,NA,NA,NA,NA,NA
"AC002076.10","ENSG00000234695.1","ENSG00000234695","antisense","chr7",93520225,93522913,"+",2689,FALSE,NA,NA,NA,NA,NA,NA
"AC002115.5","ENSG00000224910.1","ENSG00000224910","lincRNA","chr19",36088809,36092403,"+",3595,FALSE,NA,NA,NA,NA,NA,NA
"AC002115.9","ENSG00000267626.1","ENSG00000267626","lincRNA","chr19",36099187,36103568,"-",4382,FALSE,NA,NA,NA,NA,NA,NA
"AC002116.7","ENSG00000267698.1","ENSG00000267698","antisense","chr19",36505410,36536874,"+",31465,TRUE,0.454545454545455,0.00221154447324394,0,0.00438231525112061,0.000977685170425148,0.00145048872342967
"AC002117.1","ENSG00000224505.2","ENSG00000224505","antisense","chr17",43227767,43238877,"-",11111,TRUE,0.416666666666667,0.00472753974727444,0.00666520547185084,0.00238729671566306,0.00674057174269702,0.00511646953628336
"AC002127.4","ENSG00000233420.1","ENSG00000233420","lincRNA","chr7",88339945,88386039,"+",46095,FALSE,NA,NA,NA,NA,NA,NA
"AC002128.5","ENSG00000271366.1","ENSG00000271366","antisense","chr19",35742343,35744542,"-",2200,FALSE,NA,NA,NA,NA,NA,NA
"AC002306.1","ENSG00000259242.2","ENSG00000259242","antisense","chr19",19717159,19719469,"+",2311,FALSE,NA,NA,NA,NA,NA,NA
"AC002310.12","ENSG00000235560.3","ENSG00000235560","antisense","chr16",30546073,30548465,"+",2393,TRUE,3.49747474747475,0.0192214751400761,0.00175945738234676,0.0295651868586797,0.0172923245387301,0.0153225221188308
"AC002310.7","ENSG00000239791.1","ENSG00000239791","antisense","chr16",30583571,30595181,"+",11611,TRUE,0.202020202020202,0.00104351356047191,0,0.00178357422236044,0.00158708538919151,0
"AC002331.1","ENSG00000236481.1","ENSG00000236481","lincRNA","chr16",26596076,26606134,"-",10059,FALSE,NA,NA,NA,NA,NA,NA
"AC002368.4","ENSG00000237741.1","ENSG00000237741","antisense","chrX",147579633,147582135,"-",2503,FALSE,NA,NA,NA,NA,NA,NA
"AC002383.2","ENSG00000227863.2","ENSG00000227863","lincRNA","chr7",89073288,89123576,"+",50289,FALSE,NA,NA,NA,NA,NA,NA
"AC002386.1","ENSG00000230941.1","ENSG00000230941","lincRNA","chr7",108962377,108966372,"-",3996,FALSE,NA,NA,NA,NA,NA,NA
"AC002398.11","ENSG00000267439.1","ENSG00000267439","antisense","chr19",36237958,36244316,"-",6359,TRUE,0.126262626262626,0.000626469620011446,0,0.0010159595042575,0.00060040288050515,0.000418706131658937
"AC002398.12","ENSG00000267328.1","ENSG00000267328","antisense","chr19",36245467,36246391,"+",925,FALSE,NA,NA,NA,NA,NA,NA
"AC002398.13","ENSG00000267049.1","ENSG00000267049","antisense","chr19",36260046,36261930,"-",1885,FALSE,NA,NA,NA,NA,NA,NA
"AC002398.5","ENSG00000225872.2","ENSG00000225872","lincRNA","chr19",36279778,36288787,"-",9010,FALSE,NA,NA,NA,NA,NA,NA
"AC002401.1","ENSG00000236472.1","ENSG00000236472","antisense","chr17",48212951,48223541,"+",10591,FALSE,NA,NA,NA,NA,NA,NA
"AC002429.5","ENSG00000236197.2","ENSG00000236197","antisense","chr7",94784025,94843644,"-",59620,FALSE,NA,NA,NA,NA,NA,NA
"AC002451.3","ENSG00000231170.1","ENSG00000231170","antisense","chr7",95225994,95243031,"+",17038,FALSE,NA,NA,NA,NA,NA,NA
"AC002454.1","ENSG00000237819.1","ENSG00000237819","antisense","chr7",92465797,92546501,"+",80705,TRUE,0.643939393939394,0.00261960355864416,0,0.00675883749471237,0.000628882494766735,0
"AC002456.2","ENSG00000223969.1","ENSG00000223969","antisense","chr7",90219933,90226667,"-",6735,TRUE,0.252525252525253,0.00111256133102494,0.00170251721213193,0.00209314474698039,0.000508384593259273,0
"AC002463.3","ENSG00000223646.1","ENSG00000223646","lincRNA","chr7",112262433,112348135,"+",85703,FALSE,NA,NA,NA,NA,NA,NA
"AC002465.2","ENSG00000238202.1","ENSG00000238202","antisense","chr7",116940915,116962290,"+",21376,FALSE,NA,NA,NA,NA,NA,NA
"AC002467.7","ENSG00000241764.3","ENSG00000241764","antisense","chr7",107383262,107385026,"-",1765,TRUE,1.80555555555556,0.00844058684563803,0,0.0179431376736922,0.00427083381866337,0.00328274018101854
"AC002472.11","ENSG00000226872.1","ENSG00000226872","antisense","chr22",21385646,21398258,"+",12613,FALSE,NA,NA,NA,NA,NA,NA
"AC002480.2","ENSG00000238033.1","ENSG00000238033","lincRNA","chr7",22689579,22705152,"-",15574,TRUE,0.0505050505050505,0.000568849131291552,0.00213093541177591,0.000334237801190466,0.000674563300838139,0
"AC002480.3","ENSG00000232759.1","ENSG00000232759","antisense","chr7",22602956,22613615,"+",10660,TRUE,0.29040404040404,0.00195692827038112,0.00183310494321993,0.00214149788317217,0.0024294949020753,0.00130090634432406
"AC002480.4","ENSG00000232949.1","ENSG00000232949","antisense","chr7",22629324,22631241,"+",1918,TRUE,0.0505050505050505,0.000218361433559355,0,0.000426271634638931,0.000254088815378248,0
"AC002511.1","ENSG00000205786.4","ENSG00000205786","lincRNA","chr19",35890413,35910287,"+",19875,FALSE,NA,NA,NA,NA,NA,NA
"AC002511.2","ENSG00000233214.1","ENSG00000233214","lincRNA","chr19",35914964,35915554,"-",591,FALSE,NA,NA,NA,NA,NA,NA
"AC002511.3","ENSG00000232680.2","ENSG00000232680","lincRNA","chr19",35923859,35925544,"-",1686,FALSE,NA,NA,NA,NA,NA,NA
"AC002539.1","ENSG00000230258.2","ENSG00000230258","antisense","chr17",68013465,68125000,"-",111536,FALSE,NA,NA,NA,NA,NA,NA
"AC002550.5","ENSG00000261312.1","ENSG00000261312","antisense","chr16",19717673,19726705,"+",9033,FALSE,NA,NA,NA,NA,NA,NA
"AC003005.2","ENSG00000268266.1","ENSG00000268266","lincRNA","chr19",57989017,57994364,"+",5348,TRUE,0.0378787878787879,6.59496332281879e-05,0,0.000180921751010477,0,0
"AC003009.1","ENSG00000262011.1","ENSG00000262011","antisense","chr16",13425225,13426440,"-",1216,FALSE,NA,NA,NA,NA,NA,NA
"AC003051.1","ENSG00000227517.2","ENSG00000227517","lincRNA","chr17",67573392,67899141,"+",325750,TRUE,0.0378787878787879,0.000486724945760668,0,4.24486206853616e-05,0.000297507579003846,0.00155088917483808
"AC003075.4","ENSG00000237773.1","ENSG00000237773","antisense","chr7",17319458,17338981,"-",19524,TRUE,0.53030303030303,0.00176971532260978,0,0.00410610398169806,0.00110128535909686,0
"AC003084.2","ENSG00000234826.1","ENSG00000234826","lincRNA","chr7",117638912,117644099,"-",5188,FALSE,NA,NA,NA,NA,NA,NA
"AC003088.1","ENSG00000226965.1","ENSG00000226965","lincRNA","chr7",110072296,110174811,"-",102516,FALSE,NA,NA,NA,NA,NA,NA
"AC003090.1","ENSG00000223561.2","ENSG00000223561","lincRNA","chr7",25632971,25790614,"-",157644,FALSE,NA,NA,NA,NA,NA,NA
"AC003092.1","ENSG00000236453.1","ENSG00000236453","lincRNA","chr7",93652145,93695973,"+",43829,TRUE,0.555555555555556,0.0024474749102116,0,0.0067142366778233,0,0
"AC003092.2","ENSG00000236938.1","ENSG00000236938","lincRNA","chr7",93701071,93706469,"-",5399,FALSE,NA,NA,NA,NA,NA,NA
"AC003102.3","ENSG00000267750.1","ENSG00000267750","antisense","chr17",42376942,42392683,"-",15742,TRUE,0.366161616161616,0.00145158769795587,0.00131417553343905,0.0030753979447455,0,0.000616334062341678
"AC003664.1","ENSG00000234634.1","ENSG00000234634","lincRNA","chr17",13202501,13210077,"-",7577,FALSE,NA,NA,NA,NA,NA,NA
"AC003665.1","ENSG00000234494.3","ENSG00000234494","antisense","chr17",45974696,46018776,"-",44081,TRUE,1.1489898989899,0.00486221027563022,0,0.0106848014059655,0.00285677401999786,0.00101174203089324
"AC003682.16","ENSG00000268392.1","ENSG00000268392","lincRNA","chr19",58136400,58138318,"+",1919,FALSE,NA,NA,NA,NA,NA,NA
"AC003956.1","ENSG00000268564.1","ENSG00000268564","antisense","chr19",15234971,15236985,"+",2015,TRUE,0.0631313131313131,0.000392291212025626,0,0.00107618510538378,0,0
"AC003958.2","ENSG00000234859.1","ENSG00000234859","antisense","chr17",39558668,39581301,"+",22634,FALSE,NA,NA,NA,NA,NA,NA
"AC003973.4","ENSG00000269504.1","ENSG00000269504","lincRNA","chr19",22200761,22219117,"-",18357,FALSE,NA,NA,NA,NA,NA,NA
"AC003973.5","ENSG00000269199.1","ENSG00000269199","lincRNA","chr19",22226302,22232807,"-",6506,FALSE,NA,NA,NA,NA,NA,NA
"AC003984.1","ENSG00000235139.2","ENSG00000235139","lincRNA","chr7",84161792,84213638,"+",51847,TRUE,0.0378787878787879,7.89171975554704e-05,0,9.28736621924265e-05,0.000181812502236266,0
"AC003985.1","ENSG00000233824.1","ENSG00000233824","lincRNA","chr7",25360921,25366434,"-",5514,FALSE,NA,NA,NA,NA,NA,NA
"AC003986.5","ENSG00000229533.1","ENSG00000229533","antisense","chr7",19183916,19185876,"+",1961,FALSE,NA,NA,NA,NA,NA,NA
"AC003986.6","ENSG00000232821.1","ENSG00000232821","antisense","chr7",19152097,19153894,"+",1798,FALSE,NA,NA,NA,NA,NA,NA
"AC003986.7","ENSG00000236536.1","ENSG00000236536","antisense","chr7",19159556,19161539,"+",1984,FALSE,NA,NA,NA,NA,NA,NA
"AC003988.1","ENSG00000234223.2","ENSG00000234223","lincRNA","chr7",79875725,79941772,"-",66048,FALSE,NA,NA,NA,NA,NA,NA
"AC003991.3","ENSG00000228113.3","ENSG00000228113","antisense","chr7",87848674,87921781,"+",73108,TRUE,0.151515151515152,0.000776215717702597,0,0.000993921272390016,0.00166998358166816,0
"AC004009.3","ENSG00000224322.1","ENSG00000224322","lincRNA","chr7",27401462,27449557,"+",48096,FALSE,NA,NA,NA,NA,NA,NA
"AC004012.1","ENSG00000233942.1","ENSG00000233942","lincRNA","chr7",95101147,95103310,"+",2164,FALSE,NA,NA,NA,NA,NA,NA
"AC004014.3","ENSG00000229603.1","ENSG00000229603","lincRNA","chr7",108549510,108592723,"+",43214,FALSE,NA,NA,NA,NA,NA,NA
"AC004019.13","ENSG00000236754.1","ENSG00000236754","antisense","chr22",18062923,18071958,"-",9036,TRUE,0.202020202020202,0.00147307766995893,0,0.00221335608246201,0.00268813863270855,0
"AC004019.18","ENSG00000272675.1","ENSG00000272675","lincRNA","chr22",18036250,18037847,"+",1598,FALSE,NA,NA,NA,NA,NA,NA
"AC004041.2","ENSG00000223442.1","ENSG00000223442","antisense","chr5",131966281,131999964,"-",33684,FALSE,NA,NA,NA,NA,NA,NA
"AC004051.2","ENSG00000246774.1","ENSG00000246774","lincRNA","chr4",110224191,110237291,"+",13101,FALSE,NA,NA,NA,NA,NA,NA
"AC004053.1","ENSG00000245384.1","ENSG00000245384","antisense","chr4",105412122,105618749,"+",206628,FALSE,NA,NA,NA,NA,NA,NA
"AC004054.1","ENSG00000248984.1","ENSG00000248984","antisense","chr4",92029174,92033941,"-",4768,FALSE,NA,NA,NA,NA,NA,NA
"AC004063.1","ENSG00000250670.1","ENSG00000250670","lincRNA","chr4",105478117,105490034,"+",11918,FALSE,NA,NA,NA,NA,NA,NA
"AC004066.3","ENSG00000250522.1","ENSG00000250522","antisense","chr4",106461347,106473512,"-",12166,FALSE,NA,NA,NA,NA,NA,NA
"AC004067.5","ENSG00000273447.1","ENSG00000273447","antisense","chr4",110613160,110613859,"+",700,TRUE,0.29040404040404,0.00235107917900561,0.00122708010863047,0.00317586752572087,0.00315024770224383,0.000981141871176354
"AC004069.2","ENSG00000251259.1","ENSG00000251259","lincRNA","chr4",106058437,106061776,"-",3340,TRUE,1.12373737373737,0.00474263548997842,0.0043192735771399,0.00793670499690097,0.00386541105052383,0.00126530016855775
"AC004070.1","ENSG00000231110.1","ENSG00000231110","lincRNA","chrX",139298187,139298956,"-",770,FALSE,NA,NA,NA,NA,NA,NA
"AC004112.4","ENSG00000226851.1","ENSG00000226851","antisense","chr7",111968244,112049678,"-",81435,FALSE,NA,NA,NA,NA,NA,NA
"AC004125.3","ENSG00000260264.1","ENSG00000260264","lincRNA","chr16",24247425,24264184,"+",16760,FALSE,NA,NA,NA,NA,NA,NA
"AC004156.3","ENSG00000267666.1","ENSG00000267666","lincRNA","chr19",663482,668063,"+",4582,TRUE,0.366161616161616,0.00138501246456016,0.00210185290072167,0.00166513588625477,0.00120316122670941,0.000795230990599918
"AC004158.2","ENSG00000261008.2","ENSG00000261008","lincRNA","chr16",72459384,72698908,"-",239525,TRUE,0.340909090909091,0.00167607486718471,0,0.00305931685076991,0.00107001040063049,0.00115361319383869
"AC004158.3","ENSG00000260664.1","ENSG00000260664","lincRNA","chr16",72459847,72463072,"+",3226,FALSE,NA,NA,NA,NA,NA,NA
"AC004160.4","ENSG00000230435.1","ENSG00000230435","antisense","chr7",11446582,11453705,"+",7124,FALSE,NA,NA,NA,NA,NA,NA
"AC004221.2","ENSG00000267778.1","ENSG00000267778","lincRNA","chr19",1238178,1239521,"+",1344,FALSE,NA,NA,NA,NA,NA,NA
"AC004231.2","ENSG00000234477.1","ENSG00000234477","antisense","chr17",39077682,39132178,"+",54497,FALSE,NA,NA,NA,NA,NA,NA
"AC004237.1","ENSG00000230612.1","ENSG00000230612","antisense","chr5",132024373,132057275,"+",32903,FALSE,NA,NA,NA,NA,NA,NA
"AC004257.1","ENSG00000269635.1","ENSG00000269635","lincRNA","chr19",15331826,15333108,"-",1283,FALSE,NA,NA,NA,NA,NA,NA
"AC004257.3","ENSG00000270143.1","ENSG00000270143","lincRNA","chr19",15346330,15346819,"-",490,TRUE,2.00757575757576,0.00927907667743398,0.00472566979556706,0.0145438903025615,0.00770160256034516,0.00564981949183988
"AC004381.7","ENSG00000260510.1","ENSG00000260510","antisense","chr16",20754985,20777942,"-",22958,FALSE,NA,NA,NA,NA,NA,NA
"AC004447.2","ENSG00000269131.1","ENSG00000269131","antisense","chr19",19101702,19104419,"+",2718,TRUE,0.126262626262626,0.000458287563198253,0,0.00125723501923456,0,0
"AC004448.2","ENSG00000227078.1","ENSG00000227078","lincRNA","chr17",19322348,19327670,"+",5323,FALSE,NA,NA,NA,NA,NA,NA
"AC004448.5","ENSG00000235979.4","ENSG00000235979","lincRNA","chr17",19342456,19364308,"-",21853,FALSE,NA,NA,NA,NA,NA,NA
"AC004449.6","ENSG00000261204.1","ENSG00000261204","lincRNA","chr19",637105,637537,"-",433,TRUE,0.0505050505050505,0.000118953034530477,0,0.000326327687385305,0,0
"AC004463.6","ENSG00000260924.2","ENSG00000260924","antisense","chr22",19158908,19160352,"+",1445,TRUE,0.669191919191919,0.00469453861372829,0.00169931619729395,0.00566449160383067,0.00377697778981564,0.0057368779871306
"AC004471.10","ENSG00000272682.1","ENSG00000272682","lincRNA","chr22",19111822,19115962,"-",4141,FALSE,NA,NA,NA,NA,NA,NA
"AC004471.9","ENSG00000223461.1","ENSG00000223461","antisense","chr22",19109042,19112016,"+",2975,FALSE,NA,NA,NA,NA,NA,NA
"AC004485.3","ENSG00000228944.1","ENSG00000228944","antisense","chr7",24236281,24295338,"-",59058,FALSE,NA,NA,NA,NA,NA,NA
"AC004490.1","ENSG00000267122.1","ENSG00000267122","antisense","chr19",2212028,2215564,"-",3537,FALSE,NA,NA,NA,NA,NA,NA
"AC004510.3","ENSG00000267308.1","ENSG00000267308","lincRNA","chr19",15937855,15946663,"-",8809,TRUE,0.126262626262626,0.00067355817843176,0,0.00056008445360067,0.000402881102010342,0.00144175436078232
"AC004528.4","ENSG00000266990.1","ENSG00000266990","antisense","chr19",999795,1002756,"-",2962,FALSE,NA,NA,NA,NA,NA,NA
"AC004535.2","ENSG00000236414.1","ENSG00000236414","lincRNA","chr7",10742303,10747033,"+",4731,FALSE,NA,NA,NA,NA,NA,NA
"AC004540.4","ENSG00000225792.1","ENSG00000225792","antisense","chr7",26411764,26416321,"-",4558,FALSE,NA,NA,NA,NA,NA,NA
"AC004540.5","ENSG00000214870.4","ENSG00000214870","lincRNA","chr7",26438213,26538594,"+",100382,TRUE,0.315656565656566,0.00229666637210771,0.00293052512960205,0.0023146838741714,0.00256193589067616,0.00168979262767332
"AC004543.2","ENSG00000237921.2","ENSG00000237921","lincRNA","chr7",19853308,19857713,"-",4406,FALSE,NA,NA,NA,NA,NA,NA
"AC004549.6","ENSG00000229893.1","ENSG00000229893","antisense","chr7",27773014,27780014,"-",7001,TRUE,0.0378787878787879,0.000153857448551219,0,0.000108682485208232,0.000460919336591691,0
"AC004562.1","ENSG00000237560.1","ENSG00000237560","lincRNA","chr17",67957848,67979679,"+",21832,FALSE,NA,NA,NA,NA,NA,NA
"AC004593.3","ENSG00000235669.1","ENSG00000235669","antisense","chr7",29239156,29248586,"-",9431,FALSE,NA,NA,NA,NA,NA,NA
"AC004603.4","ENSG00000225877.1","ENSG00000225877","lincRNA","chr19",43326015,43331030,"+",5016,FALSE,NA,NA,NA,NA,NA,NA
"AC004623.2","ENSG00000267755.1","ENSG00000267755","antisense","chr19",1376772,1377519,"-",748,FALSE,NA,NA,NA,NA,NA,NA
"AC004637.1","ENSG00000267304.1","ENSG00000267304","antisense","chr19",3672580,3674293,"+",1714,FALSE,NA,NA,NA,NA,NA,NA
"AC004691.5","ENSG00000229263.1","ENSG00000229263","antisense","chr7",30836307,30843026,"-",6720,FALSE,NA,NA,NA,NA,NA,NA
"AC004692.4","ENSG00000228680.1","ENSG00000228680","antisense","chr7",43278665,43288867,"-",10203,FALSE,NA,NA,NA,NA,NA,NA
"AC004702.2","ENSG00000263494.1","ENSG00000263494","lincRNA","chr17",20088395,20226286,"+",137892,FALSE,NA,NA,NA,NA,NA,NA
"AC004744.3","ENSG00000226522.1","ENSG00000226522","antisense","chr7",18931719,18939056,"-",7338,FALSE,NA,NA,NA,NA,NA,NA
"AC004775.5","ENSG00000272203.1","ENSG00000272203","lincRNA","chr5",132152940,132153692,"-",753,FALSE,NA,NA,NA,NA,NA,NA
"AC004837.4","ENSG00000231951.1","ENSG00000231951","antisense","chr7",39649209,39649889,"-",681,FALSE,NA,NA,NA,NA,NA,NA
"AC004837.5","ENSG00000228554.1","ENSG00000228554","antisense","chr7",39739940,39742895,"-",2956,FALSE,NA,NA,NA,NA,NA,NA
"AC004840.8","ENSG00000230914.2","ENSG00000230914","lincRNA","chr7",2423756,2428232,"+",4477,FALSE,NA,NA,NA,NA,NA,NA
"AC004840.9","ENSG00000175873.3","ENSG00000175873","lincRNA","chr7",2477398,2487485,"+",10088,TRUE,0.29040404040404,0.00213238366195335,0,0.00110188949268631,0.00441349133772958,0.00248455179375467
"AC004854.4","ENSG00000234183.1","ENSG00000234183","antisense","chr7",44888015,44889167,"+",1153,TRUE,0.77020202020202,0.0040759836859541,0,0.00599955162711472,0.00282239139190267,0.00464075415909918
"AC004862.6","ENSG00000232667.5","ENSG00000232667","antisense","chr7",79959508,80014295,"-",54788,FALSE,NA,NA,NA,NA,NA,NA
"AC004869.2","ENSG00000230680.2","ENSG00000230680","lincRNA","chr7",46517420,46521176,"-",3757,FALSE,NA,NA,NA,NA,NA,NA
"AC004869.3","ENSG00000240355.1","ENSG00000240355","lincRNA","chr7",46516055,46517538,"-",1484,FALSE,NA,NA,NA,NA,NA,NA
"AC004870.3","ENSG00000229192.2","ENSG00000229192","lincRNA","chr7",47040218,47118726,"-",78509,FALSE,NA,NA,NA,NA,NA,NA
"AC004878.2","ENSG00000224804.4","ENSG00000224804","antisense","chr7",74855312,74864233,"+",8922,FALSE,NA,NA,NA,NA,NA,NA
"AC004878.8","ENSG00000254977.1","ENSG00000254977","antisense","chr7",74862851,74863847,"+",997,FALSE,NA,NA,NA,NA,NA,NA
"AC004893.11","ENSG00000242687.2","ENSG00000242687","antisense","chr7",98610788,98645863,"+",35076,TRUE,1.42676767676768,0.0120742771219255,0.0177549482110714,0.00794928744989167,0.0126261285864948,0.014496771124635
"AC004895.4","ENSG00000231704.1","ENSG00000231704","lincRNA","chr7",6120734,6132716,"+",11983,TRUE,0.0757575757575758,0.000755908632907723,0.00209039397876704,0.000228793515989865,0.00160583787776297,0
"AC004906.3","ENSG00000237286.1","ENSG00000237286","antisense","chr7",2983669,2986725,"+",3057,FALSE,NA,NA,NA,NA,NA,NA
"AC004920.3","ENSG00000236046.1","ENSG00000236046","lincRNA","chr7",50907060,50909689,"-",2630,FALSE,NA,NA,NA,NA,NA,NA
"AC004941.3","ENSG00000228151.1","ENSG00000228151","antisense","chr7",149095295,149098547,"+",3253,FALSE,NA,NA,NA,NA,NA,NA
"AC004947.2","ENSG00000233760.1","ENSG00000233760","lincRNA","chr7",26591441,26596819,"+",5379,FALSE,NA,NA,NA,NA,NA,NA
"AC004951.6","ENSG00000228434.1","ENSG00000228434","lincRNA","chr7",44043645,44047465,"-",3821,TRUE,1.01010101010101,0.00852522089383476,0.00117812081338094,0.00632912923627912,0.0153079097899662,0.0088536358671989
"AC004988.1","ENSG00000203446.2","ENSG00000203446","antisense","chr7",40577726,40586527,"-",8802,FALSE,NA,NA,NA,NA,NA,NA
"AC005009.1","ENSG00000231255.1","ENSG00000231255","antisense","chr7",86404397,86405338,"-",942,FALSE,NA,NA,NA,NA,NA,NA
"AC005009.2","ENSG00000233073.1","ENSG00000233073","antisense","chr7",86413542,86415986,"-",2445,FALSE,NA,NA,NA,NA,NA,NA
"AC005013.5","ENSG00000228421.2","ENSG00000228421","lincRNA","chr7",28997283,28998961,"+",1679,FALSE,NA,NA,NA,NA,NA,NA
"AC005019.3","ENSG00000224330.1","ENSG00000224330","lincRNA","chr7",13893980,13898650,"-",4671,FALSE,NA,NA,NA,NA,NA,NA
"AC005022.1","ENSG00000224017.1","ENSG00000224017","lincRNA","chr7",41141202,41173105,"+",31904,FALSE,NA,NA,NA,NA,NA,NA
"AC005029.1","ENSG00000232458.1","ENSG00000232458","lincRNA","chr7",41004266,41019537,"-",15272,FALSE,NA,NA,NA,NA,NA,NA
"AC005037.3","ENSG00000183308.6","ENSG00000183308","antisense","chr2",201827986,201873825,"+",45840,TRUE,0.47979797979798,0.00278125393650855,0.00328799669261216,0.00434448602149162,0.00125739547592024,0.00177202766184893
"AC005041.17","ENSG00000258821.1","ENSG00000258821","antisense","chr2",74725815,74726494,"-",680,FALSE,NA,NA,NA,NA,NA,NA
"AC005042.4","ENSG00000204380.2","ENSG00000204380","antisense","chr2",159514849,159591514,"-",76666,FALSE,NA,NA,NA,NA,NA,NA
"AC005042.5","ENSG00000228586.1","ENSG00000228586","lincRNA","chr2",159542415,159610287,"+",67873,FALSE,NA,NA,NA,NA,NA,NA
