"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","peak","transition","from_stage","to_stage","direction","significant"
1.01784403027988e-309,6.70789521609481,0.669,0.007,3.1478964108869e-304,"chr3-88107938-88108478","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.20105244727896e-309,7.42302991438971,0.654,0.003,3.71450691422411e-304,"chr16-11836595-11836874","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.44735381843182e-309,5.96388729212717,0.684,0.01,1.06616656278023e-303,"chr9-91925727-91925990","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.09816437206344e-308,5.93298215708406,0.706,0.011,3.39630393512431e-303,"chr4-17578685-17579192","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.30464021783055e-306,6.06913296614725,0.671,0.009,4.03487384808671e-301,"chr10-1095015-1095284","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.35641721983089e-306,12.1686509682607,0.624,0,1.96585550999432e-300,"chr17-62971604-62972109","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.16668250859449e-305,5.86686545443517,0.711,0.01,3.60821066115526e-300,"chr9-4792655-4792931","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.64440863013458e-305,5.62457306106094,0.708,0.014,1.12710990145035e-299,"chr2-219432963-219433525","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.67326507704502e-304,6.78879959330641,0.663,0.005,1.44530536364279e-298,"chr7-44621695-44621965","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.70206496177566e-304,7.294113839658,0.639,0.003,1.45421233279332e-298,"chrX-1510956-1511234","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.59909383793993e-303,6.6193156903409,0.67,0.006,4.9455335035352e-298,"chr9-131843128-131843389","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.34218010265642e-303,4.83628213756775,0.73,0.024,7.24368382528655e-298,"chr6-32163474-32163771","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.16492532374325e-302,6.09626464965597,0.681,0.009,1.2880906197994e-296,"chr5-148930968-148931251","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.89762990109087e-299,6.52514462031247,0.672,0.007,5.86881897140275e-294,"chr14-102414377-102414893","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.74630103422049e-298,6.31694433670969,0.662,0.007,5.40080267154405e-293,"chr19-58912675-58912928","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.15131757979785e-297,6.52826087603185,0.661,0.006,1.59315313922166e-291,"chr12-120524973-120525238","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.17272149345184e-297,6.65950322144019,0.661,0.005,1.90904374900134e-291,"chr5-141348500-141348804","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.66806709506878e-296,6.87782724664205,0.651,0.004,5.15884778559018e-291,"chr19-14640269-14640536","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.20329031739069e-296,6.606716622572,0.656,0.006,6.81413799749735e-291,"chr16-89556938-89557234","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
8.34314087508279e-295,6.83823175279019,0.665,0.005,2.58029152157773e-289,"chr15-93447460-93447716","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
9.49156087399459e-295,6.85144889849486,0.67,0.005,2.93546452306118e-289,"chr7-100136494-100136788","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.90571395294894e-294,7.55344982889569,0.656,0.003,5.89382059942473e-289,"chr15-43802965-43803248","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.9229704572227e-293,6.51797470390514,0.657,0.006,5.94718996275723e-288,"chr17-43394424-43394935","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.23694043601474e-292,5.29627684462335,0.694,0.018,6.91820805586715e-287,"chr10-14879830-14880335","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.33089291896197e-292,4.95013219953737,0.688,0.021,7.20877583940288e-287,"chr16-29984939-29985204","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.77012112371829e-292,6.66863078097078,0.615,0.006,1.16598913005348e-286,"chr17-79849458-79849714","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.24621438602504e-292,6.41307340600599,0.647,0.007,2.24104396938035e-286,"chr6-33385975-33386231","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.70488854655546e-291,7.05793430079996,0.661,0.004,8.36543585681754e-286,"chr17-7835307-7835569","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.37397778983394e-291,6.14948222263146,0.665,0.009,2.28055748503973e-285,"chr18-61089693-61089964","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
8.50973930859653e-291,6.72513727794063,0.645,0.006,2.63181558570896e-285,"chr21-45759148-45759410","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.89518128305572e-290,5.93987211163219,0.661,0.01,1.20466661059193e-284,"chr14-77564319-77564599","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.54518135561984e-290,5.11926187566235,0.693,0.018,2.3335057830339e-284,"chr3-136471267-136471527","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
9.85850215473516e-290,7.21531226612046,0.642,0.004,3.0489488198971e-284,"chr8-130952000-130952274","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.500127514361e-289,3.75557824264181,0.766,0.057,4.6394593649394e-284,"chr9-139981207-139981498","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.92252167311909e-289,4.85997298140063,0.725,0.025,5.94580200367215e-284,"chr19-4968769-4969031","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.4275731260347e-289,6.11816703257243,0.668,0.008,7.50777968261876e-284,"chr4-128886296-128886559","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.91829945896703e-289,7.21253487342265,0.648,0.003,1.21181639197419e-283,"chr22-42486898-42487157","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.46078313675506e-288,5.30927504115854,0.683,0.017,7.61048861487376e-283,"chr21-44313216-44313477","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.35942475365078e-288,5.72027706517185,0.679,0.013,1.03897265298633e-282,"chr4-129209128-129209424","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.41401772382386e-287,5.2175835967313,0.686,0.017,4.37314675464728e-282,"chr19-5622787-5623122","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.38982835329884e-287,5.8007184618578,0.663,0.011,1.04837560465309e-281,"chr4-926041-926307","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.08960671969997e-286,8.13072587981984,0.622,0.002,3.36983759808329e-281,"chr22-41682221-41682485","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.90654739577179e-286,5.10814523993111,0.694,0.019,5.89639819637737e-281,"chr20-49347569-49347832","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.28148629642231e-286,7.27422769111387,0.642,0.003,7.05597548380825e-281,"chr15-59042007-59042272","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.83685539854639e-285,6.79396651317814,0.645,0.005,8.7735710596384e-280,"chr6-136610909-136611184","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.59765582752916e-285,7.61893368138247,0.64,0.003,1.42192161543577e-279,"chr8-48873269-48873542","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.82910964852435e-285,5.36445885556777,0.68,0.016,1.80277457010877e-279,"chr14-74959985-74960567","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.2794427608545e-283,6.97374998683508,0.649,0.004,3.95694542092232e-278,"chr22-24181109-24181401","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.63774323177509e-283,6.42666481042354,0.668,0.007,1.12504848703431e-277,"chr3-197686898-197687159","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.73803194096986e-283,6.24862177415645,0.669,0.008,1.46533587641569e-277,"chr8-64080900-64081437","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.3852632564967e-283,6.07011522858942,0.663,0.009,1.97477675259999e-277,"chr7-73668680-73668969","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
9.17318168983013e-283,7.29995969124097,0.628,0.003,2.83699907439545e-277,"chr5-139781172-139781432","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.6383109788345e-282,6.74684032998597,0.658,0.005,5.06682074735124e-277,"chr3-183903689-183903944","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.74494492306005e-282,4.43387054483998,0.733,0.034,5.39660861299706e-277,"chr11-189927-190205","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.87281063771979e-282,7.07115806613608,0.612,0.004,1.50701901873824e-276,"chr5-128430025-128430532","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.93987631312551e-282,5.19034150035502,0.684,0.016,1.52776048723664e-276,"chr20-35233894-35234179","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.07936600135909e-282,6.88673464895449,0.64,0.004,1.88017160260633e-276,"chr2-192542633-192542920","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.02888041566404e-281,6.47323332274976,0.633,0.006,3.18202875032834e-276,"chr18-12377163-12377424","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.13704524670862e-281,5.38743291269097,0.662,0.014,3.51655120494821e-276,"chr14-93260399-93260683","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.26657061318982e-281,6.53136978734947,0.684,0.007,3.91713560111829e-276,"chr9-66458283-66458566","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.66881181390771e-281,5.37311435568523,0.653,0.015,1.44392809849905e-275,"chr14-105957378-105957667","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.34428050892391e-281,5.73592904457796,0.678,0.013,1.65283097727541e-275,"chr19-16770717-16771237","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
9.2877121108361e-280,6.94555385510428,0.645,0.005,2.87242001223039e-274,"chr6-86388463-86388794","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.11189377049936e-279,7.01126381066548,0.633,0.005,3.43876498296106e-274,"chr3-119182395-119182674","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.57899345299795e-279,6.3737400344803,0.662,0.007,4.88336884202128e-274,"chr3-17784098-17784358","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.65703558837472e-279,5.57679220153077,0.663,0.012,8.2174405345224e-274,"chr8-57123906-57124481","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.50952340332141e-279,6.09542497792236,0.652,0.008,1.70393581246862e-273,"chr2-122494318-122494854","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.02174620232914e-279,6.87192333039616,0.632,0.005,1.86235146974053e-273,"chr12-120105498-120105781","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.25261238120043e-278,5.22706597611753,0.656,0.015,6.96667683746237e-273,"chr13-31191790-31192073","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.95255578316982e-278,6.50195793657074,0.618,0.006,1.22241087961671e-272,"chr7-44121862-44122654","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.8672403090661e-278,6.48217832885858,0.67,0.007,2.12383827762518e-272,"chr11-45868682-45869194","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.33898660411229e-277,7.20650022129458,0.639,0.004,4.14109726040413e-272,"chr4-775627-775898","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.85325596129954e-277,5.02139497817483,0.68,0.019,5.73158324407069e-272,"chr17-1419924-1420207","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.10978973475301e-277,6.76257351408922,0.644,0.005,9.61767781056798e-272,"chr19-48018531-48018788","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.5868466272073e-277,7.0935736515307,0.65,0.004,1.10930764324303e-271,"chr18-56806733-56807215","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.92297970737718e-277,6.957108797966,0.631,0.004,1.21326385708025e-271,"chr12-90103227-90103575","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.45502537198039e-277,6.33561644376585,0.625,0.007,1.68708115181775e-271,"chr6-33359158-33359435","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
8.95661388504065e-277,5.34548474372321,0.669,0.015,2.77002093284041e-271,"chr17-74261062-74261322","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.28661383551362e-276,7.17182372520153,0.449,0.003,3.97912347523134e-271,"chr8-70602290-70602546","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.99667634961603e-275,6.76040058959457,0.614,0.004,6.175140913221e-270,"chr18-72163318-72163610","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.00423847009502e-274,4.99851882420033,0.683,0.018,3.10581835884758e-269,"chr8-126010532-126010813","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.34893336801599e-274,5.31575495044363,0.683,0.014,4.17185971659674e-269,"chr9-116163521-116163811","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.06958049737853e-273,6.91790947440262,0.638,0.004,3.30790230004757e-268,"chr6-30539026-30539288","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.13318733059394e-273,12.3512340501737,0.595,0,3.50461978920117e-268,"chr3-196669327-196669591","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.14776022889414e-273,6.11340918350783,0.63,0.008,6.64239953750319e-268,"chr10-74856609-74856869","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.38324019265192e-273,5.96811323689027,0.663,0.011,7.37067077621652e-268,"chr4-2965051-2965310","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.64071853303739e-273,7.11456522407546,0.631,0.004,8.16697661431006e-268,"chr9-33290336-33290591","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.78180731305319e-273,7.12538952150126,0.635,0.003,8.60332329515273e-268,"chr2-113403180-113403460","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.43457685598519e-272,6.87179860414743,0.616,0.004,1.0622150188274e-266,"chr16-81129976-81130248","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.25211434252992e-272,4.71471289799656,0.718,0.027,1.31505565482857e-266,"chr17-81009525-81010039","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.59266324858609e-272,6.4988912398541,0.63,0.006,1.72964855555347e-266,"chr2-239197406-239197669","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.75317748528503e-272,7.08020391888004,0.64,0.004,2.39783295405159e-266,"chr2-198380567-198380820","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.24993208723935e-271,7.81089999861193,0.624,0.002,3.86567746552602e-266,"chr15-80216013-80216312","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.32838367807804e-271,6.76159753428061,0.629,0.006,4.10830548502872e-266,"chr17-18218136-18218686","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.37898504203167e-271,5.96704298099537,0.657,0.01,7.35751082934177e-266,"chr2-238969374-238969687","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.7118101515636e-271,12.682584807161,0.605,0,8.38684237384227e-266,"chr10-131908652-131909083","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.15415683384919e-271,6.18151754140558,0.646,0.008,9.75489238161372e-266,"chr14-100842600-100842862","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
9.09540583743324e-271,5.9895741099474,0.632,0.009,2.81294525874882e-265,"chr6-151773216-151773488","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.11771557187379e-270,6.18358875854212,0.619,0.008,6.5494801262898e-265,"chr19-36422361-36422619","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.41717657538369e-270,5.81038274235433,0.664,0.01,1.36610461664549e-264,"chr3-49761321-49761604","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.53142102488688e-270,6.84279943821851,0.612,0.004,1.71070811178779e-264,"chr7-36192591-36192859","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.59872520178084e-269,5.72659197980355,0.641,0.011,4.94439341879962e-264,"chr19-5978081-5978346","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.11364333037027e-269,7.01033280787306,0.607,0.004,6.53688586426943e-264,"chr12-53399925-53400185","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.57315581206175e-269,5.87143512964664,0.645,0.01,1.10507347115215e-263,"chr15-64455341-64455610","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.56704501346372e-269,6.23041803166301,0.614,0.006,1.41245457835894e-263,"chr17-39845465-39845745","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.98112651214296e-268,6.41553774222052,0.638,0.006,9.21975977536964e-263,"chr12-50561123-50561402","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.04101104284243e-268,4.3647310691043,0.7,0.033,1.55903852623092e-262,"chr17-79980546-79981076","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.76475569015438e-268,12.3706253610783,0.591,0,2.40141375704974e-262,"chr12-110939839-110940099","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
9.75193141927685e-268,6.89782403187065,0.619,0.005,3.01598958197117e-262,"chr2-227700546-227701039","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.29654023376101e-267,5.70811793261269,0.628,0.011,4.00982294635502e-262,"chrX-347751-348113","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.4576177098588e-267,5.63146204576602,0.648,0.011,4.5079888674574e-262,"chr7-66093769-66094063","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.34011492297298e-267,6.55458151610313,0.633,0.006,7.23729682342777e-262,"chr5-32313036-32313318","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.18625587275439e-267,6.52587087949294,0.632,0.007,9.85416540022622e-262,"chr4-120987919-120988206","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.39174210513299e-267,7.31327970388426,0.602,0.003,1.04896747259659e-261,"chr4-73935295-73935561","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
8.04153886630591e-267,6.02156272544124,0.638,0.009,2.4870147667213e-261,"chr4-2243768-2244028","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
9.42850852353726e-267,4.95224764920951,0.677,0.02,2.91596425958289e-261,"chr11-63706118-63706385","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.00991194274511e-266,5.21201342736345,0.679,0.015,3.12336476444723e-261,"chr2-171785515-171785795","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.10655458600653e-266,5.40868308564043,0.649,0.014,3.42225243368825e-261,"chr6-155635607-155635864","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.17110958210782e-266,6.84712570074735,0.642,0.005,6.71461231568068e-261,"chr14-103851615-103851868","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.79141948264906e-266,4.47721699517046,0.701,0.03,1.79111809481836e-260,"chr19-10679599-10679972","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.943702987462e-265,6.70460773029661,0.62,0.005,1.21967296663536e-259,"chr9-130533382-130533806","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.59739721342253e-265,7.29650915193257,0.629,0.004,1.4218416335924e-259,"chr4-185655190-185655544","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.14124113607634e-265,6.3070702283088,0.629,0.007,1.59003678739547e-259,"chr3-20227661-20227942","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.26517122893072e-264,7.07546286243309,0.604,0.004,3.91280771142633e-259,"chr5-133984194-133984470","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.53742723548995e-264,4.88382184144852,0.687,0.023,4.75481658547213e-259,"chr12-112450808-112451337","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.13105239299748e-264,7.1695815164032,0.605,0.003,6.59072704634723e-259,"chr16-81040808-81041084","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.13196166394341e-264,7.38999912050114,0.595,0.003,6.59353915769442e-259,"chr13-50510492-50510764","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.19625387822301e-263,5.98457822128697,0.629,0.008,3.6996663317191e-258,"chr7-142985273-142985541","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.08969189407191e-263,6.6633013332649,0.617,0.005,6.46281101771514e-258,"chr11-2421529-2421947","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.41203596479075e-263,6.74070002487574,0.608,0.005,7.459727748668e-258,"chr13-49106783-49107048","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.91411371815925e-263,5.25619100832787,0.642,0.014,9.01250863728828e-258,"chr16-4303800-4304125","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.14142374968289e-262,5.65537706205742,0.647,0.012,6.62280264488178e-257,"chr2-232526952-232527269","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.68299742413756e-262,5.63412721452296,0.648,0.012,8.29773296360448e-257,"chr3-15643220-15643492","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.1722593215844e-262,7.08421827520222,0.616,0.003,1.29035881264573e-256,"chr13-45915277-45915545","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
8.61357592344353e-262,6.45328538114183,0.636,0.006,2.6639292394193e-256,"chr16-27561172-27561446","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
9.59323640439044e-262,6.17336708447692,0.635,0.008,2.96690981602224e-256,"chr16-57278809-57279153","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.11458613728365e-261,6.43461222363989,0.609,0.005,3.44709169263851e-256,"chr19-51014439-51014729","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.64268020853265e-261,6.46707251482476,0.626,0.006,8.173043507731e-256,"chr5-112312065-112312635","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.2938067644266e-261,4.91077599002272,0.656,0.02,1.32794991184098e-255,"chr11-65337574-65337833","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
