"gene_symbol","gene_id","gene_id_clean","biotype","chromosome","start","end","strand","width","detected_in_data","pct_expressing","mean_expression","mean_MBC","mean_prePB","mean_PB","mean_PC"
"AC002480.3","ENSG00000232759.1","ENSG00000232759","antisense","chr7",22602956,22613615,"+",10660,TRUE,0.29040404040404,0.00195692827038112,0.00183310494321993,0.00214149788317217,0.0024294949020753,0.00130090634432406
"AC002480.4","ENSG00000232949.1","ENSG00000232949","antisense","chr7",22629324,22631241,"+",1918,TRUE,0.0505050505050505,0.000218361433559355,0,0.000426271634638931,0.000254088815378248,0
"AC003005.2","ENSG00000268266.1","ENSG00000268266","lincRNA","chr19",57989017,57994364,"+",5348,TRUE,0.0378787878787879,6.59496332281879e-05,0,0.000180921751010477,0,0
"AC003051.1","ENSG00000227517.2","ENSG00000227517","lincRNA","chr17",67573392,67899141,"+",325750,TRUE,0.0378787878787879,0.000486724945760668,0,4.24486206853616e-05,0.000297507579003846,0.00155088917483808
"AC003075.4","ENSG00000237773.1","ENSG00000237773","antisense","chr7",17319458,17338981,"-",19524,TRUE,0.53030303030303,0.00176971532260978,0,0.00410610398169806,0.00110128535909686,0
"AC003092.1","ENSG00000236453.1","ENSG00000236453","lincRNA","chr7",93652145,93695973,"+",43829,TRUE,0.555555555555556,0.0024474749102116,0,0.0067142366778233,0,0
"AC003102.3","ENSG00000267750.1","ENSG00000267750","antisense","chr17",42376942,42392683,"-",15742,TRUE,0.366161616161616,0.00145158769795587,0.00131417553343905,0.0030753979447455,0,0.000616334062341678
"AC003665.1","ENSG00000234494.3","ENSG00000234494","antisense","chr17",45974696,46018776,"-",44081,TRUE,1.1489898989899,0.00486221027563022,0,0.0106848014059655,0.00285677401999786,0.00101174203089324
"AC003956.1","ENSG00000268564.1","ENSG00000268564","antisense","chr19",15234971,15236985,"+",2015,TRUE,0.0631313131313131,0.000392291212025626,0,0.00107618510538378,0,0
"AC003984.1","ENSG00000235139.2","ENSG00000235139","lincRNA","chr7",84161792,84213638,"+",51847,TRUE,0.0378787878787879,7.89171975554704e-05,0,9.28736621924265e-05,0.000181812502236266,0
"AC003991.3","ENSG00000228113.3","ENSG00000228113","antisense","chr7",87848674,87921781,"+",73108,TRUE,0.151515151515152,0.000776215717702597,0,0.000993921272390016,0.00166998358166816,0
"AC004019.13","ENSG00000236754.1","ENSG00000236754","antisense","chr22",18062923,18071958,"-",9036,TRUE,0.202020202020202,0.00147307766995893,0,0.00221335608246201,0.00268813863270855,0
"AC004067.5","ENSG00000273447.1","ENSG00000273447","antisense","chr4",110613160,110613859,"+",700,TRUE,0.29040404040404,0.00235107917900561,0.00122708010863047,0.00317586752572087,0.00315024770224383,0.000981141871176354
"AC004069.2","ENSG00000251259.1","ENSG00000251259","lincRNA","chr4",106058437,106061776,"-",3340,TRUE,1.12373737373737,0.00474263548997842,0.0043192735771399,0.00793670499690097,0.00386541105052383,0.00126530016855775
"AC004156.3","ENSG00000267666.1","ENSG00000267666","lincRNA","chr19",663482,668063,"+",4582,TRUE,0.366161616161616,0.00138501246456016,0.00210185290072167,0.00166513588625477,0.00120316122670941,0.000795230990599918
"AC004158.2","ENSG00000261008.2","ENSG00000261008","lincRNA","chr16",72459384,72698908,"-",239525,TRUE,0.340909090909091,0.00167607486718471,0,0.00305931685076991,0.00107001040063049,0.00115361319383869
"AC004257.3","ENSG00000270143.1","ENSG00000270143","lincRNA","chr19",15346330,15346819,"-",490,TRUE,2.00757575757576,0.00927907667743398,0.00472566979556706,0.0145438903025615,0.00770160256034516,0.00564981949183988
"AC004447.2","ENSG00000269131.1","ENSG00000269131","antisense","chr19",19101702,19104419,"+",2718,TRUE,0.126262626262626,0.000458287563198253,0,0.00125723501923456,0,0
"AC004449.6","ENSG00000261204.1","ENSG00000261204","lincRNA","chr19",637105,637537,"-",433,TRUE,0.0505050505050505,0.000118953034530477,0,0.000326327687385305,0,0
"AC004463.6","ENSG00000260924.2","ENSG00000260924","antisense","chr22",19158908,19160352,"+",1445,TRUE,0.669191919191919,0.00469453861372829,0.00169931619729395,0.00566449160383067,0.00377697778981564,0.0057368779871306
"AC004510.3","ENSG00000267308.1","ENSG00000267308","lincRNA","chr19",15937855,15946663,"-",8809,TRUE,0.126262626262626,0.00067355817843176,0,0.00056008445360067,0.000402881102010342,0.00144175436078232
"AC004540.5","ENSG00000214870.4","ENSG00000214870","lincRNA","chr7",26438213,26538594,"+",100382,TRUE,0.315656565656566,0.00229666637210771,0.00293052512960205,0.0023146838741714,0.00256193589067616,0.00168979262767332
"AC004549.6","ENSG00000229893.1","ENSG00000229893","antisense","chr7",27773014,27780014,"-",7001,TRUE,0.0378787878787879,0.000153857448551219,0,0.000108682485208232,0.000460919336591691,0
"AC004840.9","ENSG00000175873.3","ENSG00000175873","lincRNA","chr7",2477398,2487485,"+",10088,TRUE,0.29040404040404,0.00213238366195335,0,0.00110188949268631,0.00441349133772958,0.00248455179375467
"AC004854.4","ENSG00000234183.1","ENSG00000234183","antisense","chr7",44888015,44889167,"+",1153,TRUE,0.77020202020202,0.0040759836859541,0,0.00599955162711472,0.00282239139190267,0.00464075415909918
"AC004893.11","ENSG00000242687.2","ENSG00000242687","antisense","chr7",98610788,98645863,"+",35076,TRUE,1.42676767676768,0.0120742771219255,0.0177549482110714,0.00794928744989167,0.0126261285864948,0.014496771124635
"AC004895.4","ENSG00000231704.1","ENSG00000231704","lincRNA","chr7",6120734,6132716,"+",11983,TRUE,0.0757575757575758,0.000755908632907723,0.00209039397876704,0.000228793515989865,0.00160583787776297,0
"AC004951.6","ENSG00000228434.1","ENSG00000228434","lincRNA","chr7",44043645,44047465,"-",3821,TRUE,1.01010101010101,0.00852522089383476,0.00117812081338094,0.00632912923627912,0.0153079097899662,0.0088536358671989
"AC005037.3","ENSG00000183308.6","ENSG00000183308","antisense","chr2",201827986,201873825,"+",45840,TRUE,0.47979797979798,0.00278125393650855,0.00328799669261216,0.00434448602149162,0.00125739547592024,0.00177202766184893
"AC005076.5","ENSG00000224046.1","ENSG00000224046","antisense","chr7",86780739,86781736,"-",998,TRUE,1.81818181818182,0.00888074569396147,0.00626580825568016,0.0153139525985704,0.00744806258467404,0.00245671788398006
"AC005104.3","ENSG00000223374.1","ENSG00000223374","antisense","chr2",242290755,242292519,"-",1765,TRUE,0.0505050505050505,0.000278641553607861,0,0.000508548011501396,0.000376292916642755,0
"AC005220.3","ENSG00000236352.1","ENSG00000236352","antisense","chr20",52556699,52559047,"+",2349,TRUE,0.23989898989899,0.00113438202047607,0,0.00126755289954088,0.0027126237295955,0
"AC005224.2","ENSG00000231595.1","ENSG00000231595","antisense","chr17",14113805,14121239,"+",7435,TRUE,0.707070707070707,0.00378952587503987,0.00227670290190021,0.00690599938975714,0.00186933780271047,0.00198923328442859
"AC005253.2","ENSG00000268030.1","ENSG00000268030","antisense","chr19",18668585,18672370,"-",3786,TRUE,0.101010101010101,0.000774754155063237,0,0.000479704989425337,0.00074938016590911,0.00161581839307897
"AC005253.4","ENSG00000268983.1","ENSG00000268983","antisense","chr19",18679316,18680185,"-",870,TRUE,0.151515151515152,0.000484166681091791,0,0.00105498024910458,0,0.00038860696309461
"AC005306.3","ENSG00000267283.1","ENSG00000267283","antisense","chr19",1989400,1990369,"+",970,TRUE,0.972222222222222,0.00541505394440959,0.00079168262597342,0.0068330604327922,0.0091130614614496,0.00219107989675612
"AC005329.7","ENSG00000248015.2","ENSG00000248015","antisense","chr19",1392169,1396466,"-",4298,TRUE,0.189393939393939,0.00083803686741519,0.000966027563919412,0.00167774355929403,0.000401904058976178,0
"AC005339.2","ENSG00000268565.1","ENSG00000268565","antisense","chr19",4654976,4655536,"-",561,TRUE,0.227272727272727,0.00187861996787932,0,0.00211805530763984,0.00251351195574516,0.00188661108537943
"AC005498.3","ENSG00000267421.2","ENSG00000267421","lincRNA","chr19",57047525,57049944,"-",2420,TRUE,0.0252525252525253,6.93010815301132e-05,0,0.000190115886982507,0,0
"AC005523.2","ENSG00000269604.1","ENSG00000269604","antisense","chr19",4791757,4795571,"-",3815,TRUE,0.252525252525253,0.00123648782347495,0,0.00176744006210832,0.00103033092965741,0.00131420910724009
"AC005523.3","ENSG00000268536.1","ENSG00000268536","lincRNA","chr19",4785132,4791219,"-",6088,TRUE,0.0378787878787879,0.00013071842956168,0,0.000358604074169903,0,0
"AC005534.8","ENSG00000224903.1","ENSG00000224903","antisense","chr7",156446879,156450387,"-",3509,TRUE,0.0757575757575758,0.000834843648966462,0.000823452484045636,6.56681169149651e-05,0.00122064152101783,0.00156151130892385
"AC005540.3","ENSG00000235852.1","ENSG00000235852","antisense","chr2",191745523,191746785,"-",1263,TRUE,0.202020202020202,0.00144615056760618,0.00255116559484403,0.000712639869999305,0.00236870484904874,0.00103110411499136
"AC005546.2","ENSG00000266897.1","ENSG00000266897","lincRNA","chr19",13242385,13243224,"+",840,TRUE,0.113636363636364,0.000971422490973155,0,0.000974825638413123,0.00122628111477335,0.00121781018823084
"AC005614.3","ENSG00000269296.1","ENSG00000269296","antisense","chr19",40596661,40600313,"+",3653,TRUE,0.113636363636364,0.00067395739903003,0,0.00128146413268997,0.000834516377606663,0
"AC005618.6","ENSG00000272070.1","ENSG00000272070","lincRNA","chr5",140705777,140708924,"+",3148,TRUE,0.164141414141414,0.0012344323919768,0.00205733183678269,0.00123723915631518,0.00079185908367953,0.00123682295992976
"AC005624.2","ENSG00000267201.1","ENSG00000267201","lincRNA","chr19",2458933,2462183,"-",3251,TRUE,0.0505050505050505,0.00030135932791614,0,0.000178862503097903,0.000952822124631781,0
"AC005682.8","ENSG00000235664.1","ENSG00000235664","lincRNA","chr7",22928990,22980809,"-",51820,TRUE,0.0883838383838384,0.00129933279273137,0,4.41525520706714e-05,0.00181576843544896,0.0032506866314375
"AC005789.11","ENSG00000267473.1","ENSG00000267473","lincRNA","chr19",38888821,38890521,"+",1701,TRUE,0.0378787878787879,0.000134186261973653,0,0.000368117490416118,0,0
"AC005943.5","ENSG00000267161.1","ENSG00000267161","lincRNA","chr19",1573595,1575474,"-",1880,TRUE,0.669191919191919,0.00293297254866223,0,0.00640454203306181,0.000172079330148081,0.00216819606447031
"AC005944.2","ENSG00000267469.1","ENSG00000267469","antisense","chr19",3052908,3053722,"+",815,TRUE,0.505050505050505,0.0033132289623581,0.00458941216931754,0.00414556746001659,0.00341644054069454,0.00137589097898257
"AC006042.6","ENSG00000227719.1","ENSG00000227719","antisense","chr7",8153655,8156191,"+",2537,TRUE,0.126262626262626,0.000892656812480933,0,0.000445182525850008,0.000447436070063943,0.00241688817595296
"AC006115.3","ENSG00000269793.1","ENSG00000269793","antisense","chr19",57202054,57311014,"+",108961,TRUE,0.0505050505050505,0.000185517696630847,0,0.00050893666689169,0,0
"AC006116.17","ENSG00000267549.1","ENSG00000267549","antisense","chr19",56826072,56852656,"+",26585,TRUE,0.176767676767677,0.000678921952166829,0,0.00186250843822698,0,0
"AC006129.1","ENSG00000268355.1","ENSG00000268355","lincRNA","chr19",42037566,42038534,"+",969,TRUE,0.315656565656566,0.00163641515763483,0,0.0017420480846404,0.00241126607908226,0.00157527089402589
"AC006129.2","ENSG00000268027.1","ENSG00000268027","lincRNA","chr19",42051554,42061832,"+",10279,TRUE,15.6944444444444,0.15037027742877,0.0277710894803376,0.0829022300281352,0.190853347680532,0.269983647580391
"AC006129.4","ENSG00000270164.1","ENSG00000270164","lincRNA","chr19",42041545,42043266,"+",1722,TRUE,6.6540404040404,0.0649821332755806,0.0096317661199827,0.0309955962014755,0.108476847997825,0.0996143447903578
"AC006277.2","ENSG00000253392.2","ENSG00000253392","antisense","chr19",2915144,2926805,"-",11662,TRUE,0.151515151515152,0.000819463779728232,0,0.00168723433543316,0,0.000797589955198059
"AC006369.2","ENSG00000236213.1","ENSG00000236213","antisense","chr2",37827279,37873841,"+",46563,TRUE,0.126262626262626,0.000570061973083581,0,0.00115377122083538,0.000603134647106574,0
"AC006460.2","ENSG00000228509.1","ENSG00000228509","antisense","chr2",191541670,191573442,"-",31773,TRUE,0.202020202020202,0.000620894632365866,0,0.00170332022457141,0,0
"AC006547.8","ENSG00000243762.1","ENSG00000243762","antisense","chr22",20098344,20099398,"-",1055,TRUE,0.214646464646465,0.001433696503089,0.00103966526814688,0.00189641038884462,0.00172062336246656,0.000700051217968412
"AC006942.4","ENSG00000269194.1","ENSG00000269194","antisense","chr19",50312190,50312995,"+",806,TRUE,0.113636363636364,0.0010925745801627,0,0.000108199515808297,0.000995486479926295,0.003146147149091
"AC006946.16","ENSG00000273203.1","ENSG00000273203","lincRNA","chr22",17548711,17551565,"+",2855,TRUE,0.454545454545455,0.00326658149872637,0,0.00261476337970932,0.004742084280478,0.00444029169956342
"AC006994.2","ENSG00000231294.1","ENSG00000231294","antisense","chr2",211036242,211095107,"+",58866,TRUE,0.113636363636364,0.000948932605433483,0,0.000696841567364784,0.0013304784024929,0.00142464804234359
"AC007036.6","ENSG00000227017.1","ENSG00000227017","lincRNA","chr7",30216003,30218630,"-",2628,TRUE,0.126262626262626,0.000366814759962737,0,0.0007149547158192,0,0.000414334302628002
"AC007038.7","ENSG00000229127.1","ENSG00000229127","antisense","chr2",210895457,210929080,"+",33624,TRUE,0.189393939393939,0.00157929894321488,0,0.00146272257985493,0.00162084776159022,0.00251401152030498
"AC007092.1","ENSG00000233723.3","ENSG00000233723","lincRNA","chr2",58654934,59290901,"+",635968,TRUE,0.0378787878787879,7.37501197275925e-05,0,0.000202321076634061,0,0
"AC007163.6","ENSG00000230408.3","ENSG00000230408","antisense","chr2",201645218,201676893,"-",31676,TRUE,0.0757575757575758,0.000274764621917622,0,0.000587696540441153,0.000244246507047353,0
"AC007193.8","ENSG00000269151.1","ENSG00000269151","antisense","chr19",46893772,46894109,"-",338,TRUE,0.0505050505050505,0.000260451164822296,0,0.000714504061445301,0,0
"AC007204.2","ENSG00000267268.1","ENSG00000267268","lincRNA","chr19",20011777,20074273,"+",62497,TRUE,0.0378787878787879,0.000223669717949526,0,0.000270855246157673,0.00050407797784159,0
"AC007228.11","ENSG00000269696.1","ENSG00000269696","antisense","chr19",57056935,57078780,"-",21846,TRUE,0.265151515151515,0.00185605672792789,0.00155263357382266,0.00287471338570684,0.000649697929230251,0.00172934767921117
"AC007228.9","ENSG00000268568.1","ENSG00000268568","lincRNA","chr19",57183942,57185269,"-",1328,TRUE,1.83080808080808,0.00792591515509128,0.00228944421306837,0.0140813783748102,0.00592962456022208,0.00398986880144769
"AC007246.3","ENSG00000231312.2","ENSG00000231312","antisense","chr2",39663778,39892483,"+",228706,TRUE,4.2550505050505,0.0307127348917436,0.00388803658107017,0.0171866952334128,0.031481637786612,0.0629482060021254
"AC007285.6","ENSG00000227014.1","ENSG00000227014","antisense","chr7",30028216,30065276,"+",37061,TRUE,0.0631313131313131,0.000394037842173269,0,0.00108097669207215,0,0
"AC007292.3","ENSG00000269318.1","ENSG00000269318","antisense","chr19",4356634,4358445,"-",1812,TRUE,0.0631313131313131,0.000531370980793183,0,0.000445833404814863,0.00148820026906852,0
"AC007292.6","ENSG00000267980.1","ENSG00000267980","antisense","chr19",4363786,4364637,"+",852,TRUE,0.126262626262626,0.000881990858915903,0,0.000431553114470147,0.00138565308133323,0.00148740727215838
"AC007365.1","ENSG00000233694.1","ENSG00000233694","lincRNA","chr2",64834109,64843616,"+",9508,TRUE,0.0378787878787879,0.000124132787744403,0,0.000340537471054961,0,0
"AC007365.3","ENSG00000226756.1","ENSG00000226756","lincRNA","chr2",64871746,64873832,"+",2087,TRUE,0.492424242424242,0.00283878761264734,0,0.00489021913927854,0.00244483399795288,0.00175661384191541
"AC007381.2","ENSG00000223929.1","ENSG00000223929","lincRNA","chr2",60586351,60618510,"-",32160,TRUE,0.0505050505050505,0.000359468962618768,0,0.000889024036019749,0.000142833312252484,0
"AC007381.3","ENSG00000228590.1","ENSG00000228590","lincRNA","chr2",60577730,60580151,"-",2422,TRUE,0.0378787878787879,0.000160256273146996,0,0.000127467917069694,0,0.000443955569824633
"AC007383.3","ENSG00000227946.1","ENSG00000227946","lincRNA","chr2",206949329,206951288,"+",1960,TRUE,0.744949494949495,0.00505047746957361,0.00314009368996871,0.00297136170228326,0.00492378246618017,0.00910856054475474
"AC007386.2","ENSG00000237638.1","ENSG00000237638","lincRNA","chr2",65128974,65132271,"-",3298,TRUE,0.909090909090909,0.0074760032559004,0.00402731466240959,0.00446263357251218,0.0166630849569662,0.00464447273076745
"AC007391.2","ENSG00000232028.1","ENSG00000232028","lincRNA","chr2",37552483,37553940,"+",1458,TRUE,0.0631313131313131,0.000208065538430417,0,0.000570792886861415,0,0
"AC007405.6","ENSG00000239467.1","ENSG00000239467","lincRNA","chr2",171627623,171634658,"+",7036,TRUE,0.151515151515152,0.000761972232948473,0,0.00168943270894699,0.000589621932869049,0
"AC007551.3","ENSG00000228878.3","ENSG00000228878","lincRNA","chr7",35791466,35840226,"-",48761,TRUE,0.227272727272727,0.00173052827460271,0.00431203904464013,0.00215344399000033,0,0.00147993622132847
"AC007566.10","ENSG00000244055.1","ENSG00000244055","antisense","chr7",92086878,92120924,"+",34047,TRUE,0.23989898989899,0.00159887274106332,0,0.00134696496356658,0.00188611171166089,0.00249849604404653
"AC007620.3","ENSG00000242539.2","ENSG00000242539","antisense","chr3",179114749,179116979,"+",2231,TRUE,0.0378787878787879,0.000161455596586033,0,0.000442926333550877,0,0
"AC007773.2","ENSG00000267213.3","ENSG00000267213","antisense","chr19",32880956,32896466,"-",15511,TRUE,0.265151515151515,0.00122088742346388,0,0.00184098993981484,0.00053328534535435,0.00162938487914182
"AC007879.2","ENSG00000234902.2","ENSG00000234902","lincRNA","chr2",208051441,208100790,"-",49350,TRUE,0.202020202020202,0.00241171512923407,0.00974199218901161,0.00138886428844001,0.00204530719411072,0.000465282130145864
"AC007879.4","ENSG00000225916.1","ENSG00000225916","lincRNA","chr2",208091673,208093032,"+",1360,TRUE,0.0631313131313131,0.00028008138194039,0,0.000498688030337763,0.000396603261020259,0
"AC007879.5","ENSG00000223725.2","ENSG00000223725","antisense","chr2",208104588,208394519,"-",289932,TRUE,0.113636363636364,0.000676665579452161,0,0.000841586293202681,0.000629808124478888,0.000834097740114738
"AC007880.1","ENSG00000234572.1","ENSG00000234572","lincRNA","chr2",65073264,65090760,"-",17497,TRUE,0.0505050505050505,0.00060457347153586,0.00242374890403562,0.000169099799847432,0.000906435003671644,0
"AC008069.1","ENSG00000223536.1","ENSG00000223536","lincRNA","chr2",16909391,16948822,"+",39432,TRUE,0.0378787878787879,0.000234070043117626,0,0.000143988579688261,0.00073262338865593,0
"AC008088.4","ENSG00000260907.1","ENSG00000260907","lincRNA","chr17",20433355,20434194,"-",840,TRUE,0.0378787878787879,8.24159958049781e-05,0,0.000226094453334058,0,0
"AC008278.2","ENSG00000234022.1","ENSG00000234022","antisense","chr2",15704294,15713992,"+",9699,TRUE,0.0378787878787879,0.000197398814891587,0,0.000274376254410334,0.000392905943687586,0
"AC008440.5","ENSG00000232220.2","ENSG00000232220","antisense","chr19",54377880,54379303,"-",1424,TRUE,0.113636363636364,0.000664131093726968,0,0.000608150014283752,0.00124941391851791,0.000518024457650114
"AC008592.4","ENSG00000251409.1","ENSG00000251409","antisense","chr5",95171647,95188425,"-",16779,TRUE,0.0378787878787879,0.000329369699301822,0,0.000168264121925267,0,0.00104572881698137
"AC008592.8","ENSG00000272021.1","ENSG00000272021","lincRNA","chr5",95185013,95185559,"+",547,TRUE,0.0505050505050505,0.000295670072607501,0,4.38931551032997e-05,0.000768852260678652,0.000347650467268958
"AC008703.1","ENSG00000253298.1","ENSG00000253298","lincRNA","chr5",158875564,158893284,"-",17721,TRUE,0.0378787878787879,9.12349524339572e-05,0,0.000250287780837181,0,0
"AC008781.7","ENSG00000228737.2","ENSG00000228737","antisense","chr5",140997981,141006048,"+",8068,TRUE,0.0378787878787879,0.000132326550571052,0,0.000253919400016815,0.000160448788932343,0
"AC009005.2","ENSG00000267751.1","ENSG00000267751","antisense","chr19",567212,572215,"-",5004,TRUE,0.972222222222222,0.00405817621267134,0,0.00820191597431314,0.00378863642375093,0.000504793540242318
"AC009120.4","ENSG00000261404.1","ENSG00000261404","lincRNA","chr16",74088050,74330660,"-",242611,TRUE,0.202020202020202,0.000997681169487868,0.00303072682304669,0.00147506183276013,0.000250216737237317,0
"AC009120.6","ENSG00000259972.1","ENSG00000259972","antisense","chr16",74339100,74369244,"-",30145,TRUE,1.30050505050505,0.00697711524236659,0.00516369114070889,0.00803249063557421,0.00762852349117857,0.00577533096311322
"AC009133.12","ENSG00000261690.1","ENSG00000261690","antisense","chr16",29829301,29832573,"-",3273,TRUE,0.921717171717172,0.00808504141949481,0,0.00608770686235235,0.0113887611286279,0.0118729951897985
"AC009133.14","ENSG00000238045.5","ENSG00000238045","antisense","chr16",29819966,29823306,"-",3341,TRUE,3.09343434343434,0.0215101744401097,0.00407254482104206,0.0209867031393717,0.0257844156365536,0.0270550320659429
"AC009133.17","ENSG00000260719.1","ENSG00000260719","antisense","chr16",29756568,29759620,"+",3053,TRUE,0.71969696969697,0.00518934341585259,0.00128952348817578,0.00284126197478088,0.0118960980127783,0.00404124714560265
"AC009133.20","ENSG00000261962.1","ENSG00000261962","antisense","chr16",29820250,29831687,"-",11438,TRUE,0.0378787878787879,0.00031850892266318,0,0.000313781929064815,0.000823587487662898,0
"AC009299.2","ENSG00000235724.4","ENSG00000235724","antisense","chr2",162079296,162111179,"-",31884,TRUE,0.0757575757575758,0.000422654751520544,0,0.000303717461898732,0.000720424887321233,0.000520393726960339
"AC009299.3","ENSG00000227403.1","ENSG00000227403","lincRNA","chr2",162101250,162105561,"+",4312,TRUE,3.52272727272727,0.0175705759227012,0.00896709013297418,0.0271397640430702,0.0117757494850201,0.0139728534670255
"AC009336.24","ENSG00000226363.3","ENSG00000226363","lincRNA","chr2",177042445,177043736,"+",1292,TRUE,0.0378787878787879,0.000177002233635718,0,0.000485575923240348,0,0
"AC009404.2","ENSG00000236255.1","ENSG00000236255","lincRNA","chr2",118591513,118599234,"+",7722,TRUE,1.83080808080808,0.0162316133169412,0.0115556964219818,0.0116166150538493,0.0219996323485735,0.0196128114436457
"AC009473.1","ENSG00000234141.1","ENSG00000234141","antisense","chr7",7989484,7990340,"-",857,TRUE,0.202020202020202,0.00122863716546386,0,0.00122892936060553,0.000853061210455537,0.00222085129570511
"AC009495.2","ENSG00000235192.1","ENSG00000235192","lincRNA","chr2",166651361,166666520,"+",15160,TRUE,0.555555555555556,0.00350352859930122,0,0.00368343497024206,0.00408324602275147,0.00448199891857918
"AC009495.4","ENSG00000229195.1","ENSG00000229195","lincRNA","chr2",166651367,166702601,"-",51235,TRUE,0.0378787878787879,0.00022961572750906,0,0.000149506187003238,0.000706537035146921,0
"AC009501.4","ENSG00000231609.1","ENSG00000231609","antisense","chr2",63271057,63275775,"-",4719,TRUE,44.949494949495,0.355812541010552,0.145362730904906,0.419191618465258,0.357339350377239,0.372017112001355
"AC009506.1","ENSG00000224152.1","ENSG00000224152","antisense","chr2",160471807,160473593,"+",1787,TRUE,0.378787878787879,0.0023021506383088,0,0.00183307859271303,0.00279364833697105,0.00367340072550196
"AC009948.5","ENSG00000223960.2","ENSG00000223960","antisense","chr2",179278666,179304970,"+",26305,TRUE,17.0328282828283,0.119989212954568,0.00349464015393064,0.161154086485468,0.0387778268414666,0.199658827126475
"AC009950.2","ENSG00000225963.3","ENSG00000225963","antisense","chr2",230990026,231038939,"+",48914,TRUE,0.164141414141414,0.000811774309372522,0,0.000848978575776032,0.00131676599952401,0.000686423509802632
"AC009961.3","ENSG00000226266.2","ENSG00000226266","lincRNA","chr2",160527219,160568946,"-",41728,TRUE,0.997474747474748,0.00545421186450869,0.00261012628001399,0.00813681041746681,0.00388932122072452,0.00460941744048541
